"","passanger","weather","time","couponType","expiration","age","maritalStatus","has_children","education","occupation","income","Bar","CoffeeHouse","CarryAway","Restaurant20To50","toCoupon","Y"
"9917","Alone","Sunny","7AM","Bar","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","gt8","1~3","15min - 25min","0"
"9918","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","gt8","1~3","15min - 25min","1"
"9919","Alone","Rainy","7AM","Carry out & Take away","2h","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","gt8","1~3","15min - 25min","0"
"9920","Alone","Sunny","7AM","Coffee House","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","gt8","1~3","5min - 15min","0"
"9921","Alone","Rainy","7AM","Bar","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","gt8","1~3","more than 25min","0"
"9922","Alone","Snowy","7AM","Carry out & Take away","1d","20-30","Unmarried partner","0","Some college - no degree","student","Low","never","less1","gt8","1~3","15min - 25min","0"
"9923","Alone","Sunny","10AM","Coffee House","2h","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","15min - 25min","1"
"9924","Friend(s)","Sunny","2PM","Restaurant(20-50)","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","15min - 25min","1"
"9925","Friend(s)","Sunny","10PM","Coffee House","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","15min - 25min","1"
"9926","Friend(s)","Sunny","10AM","Restaurant(<20)","2h","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","15min - 25min","1"
"9927","Friend(s)","Sunny","10PM","Carry out & Take away","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","15min - 25min","1"
"9928","Friend(s)","Rainy","10PM","Restaurant(20-50)","2h","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","15min - 25min","0"
"9929","Alone","Sunny","10AM","Carry out & Take away","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","15min - 25min","1"
"9930","Alone","Rainy","10AM","Coffee House","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","15min - 25min","1"
"9931","Alone","Snowy","2PM","Bar","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","5min - 15min","0"
"9932","Alone","Sunny","10PM","Restaurant(<20)","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","5min - 15min","0"
"9933","Alone","Sunny","6PM","Restaurant(20-50)","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","5min - 15min","1"
"9934","Alone","Sunny","6PM","Carry out & Take away","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","5min - 15min","1"
"9935","Alone","Sunny","6PM","Restaurant(<20)","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","5min - 15min","1"
"9936","Alone","Rainy","6PM","Bar","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","more than 25min","0"
"9937","Alone","Snowy","10PM","Restaurant(<20)","2h","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","more than 25min","0"
"9938","Alone","Sunny","10PM","Restaurant(20-50)","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","15min - 25min","0"
"9939","Alone","Sunny","7AM","Bar","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","15min - 25min","0"
"9940","Alone","Rainy","7AM","Carry out & Take away","2h","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","15min - 25min","1"
"9941","Alone","Sunny","7AM","Coffee House","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","5min - 15min","1"
"9942","Alone","Sunny","7AM","Restaurant(<20)","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","5min - 15min","1"
"9943","Alone","Rainy","7AM","Bar","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","more than 25min","0"
"9944","Alone","Snowy","7AM","Carry out & Take away","1d","20-30","Single","0","Bachelors degree","employed","Medium","less1","gt8","gt8","4~8","15min - 25min","1"
"9945","Alone","Sunny","10AM","Coffee House","2h","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","15min - 25min","1"
"9946","Friend(s)","Sunny","2PM","Restaurant(20-50)","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","15min - 25min","1"
"9947","Friend(s)","Sunny","10PM","Coffee House","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","15min - 25min","1"
"9948","Friend(s)","Sunny","10AM","Restaurant(<20)","2h","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","15min - 25min","1"
"9949","Friend(s)","Sunny","10PM","Carry out & Take away","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","15min - 25min","1"
"9950","Friend(s)","Rainy","10PM","Restaurant(20-50)","2h","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","15min - 25min","1"
"9951","Alone","Sunny","10AM","Carry out & Take away","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","15min - 25min","1"
"9952","Alone","Rainy","10AM","Coffee House","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","15min - 25min","1"
"9953","Alone","Snowy","2PM","Bar","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","5min - 15min","1"
"9954","Alone","Sunny","10PM","Restaurant(<20)","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","5min - 15min","1"
"9955","Alone","Sunny","6PM","Restaurant(20-50)","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","5min - 15min","1"
"9956","Alone","Sunny","6PM","Carry out & Take away","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","5min - 15min","1"
"9957","Alone","Sunny","6PM","Restaurant(<20)","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","5min - 15min","1"
"9958","Alone","Rainy","6PM","Bar","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","more than 25min","1"
"9959","Alone","Snowy","10PM","Restaurant(<20)","2h","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","more than 25min","0"
"9960","Alone","Sunny","10PM","Restaurant(20-50)","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","15min - 25min","0"
"9961","Alone","Sunny","7AM","Bar","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","15min - 25min","0"
"9962","Alone","Rainy","7AM","Carry out & Take away","2h","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","15min - 25min","0"
"9963","Alone","Sunny","7AM","Coffee House","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","5min - 15min","1"
"9964","Alone","Sunny","7AM","Restaurant(<20)","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","5min - 15min","0"
"9965","Alone","Rainy","7AM","Bar","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","more than 25min","0"
"9966","Alone","Snowy","7AM","Carry out & Take away","1d","30-40","Single","0","Bachelors degree","employed","Medium","never","never","1~3","1~3","15min - 25min","1"
"9967","Alone","Sunny","10AM","Coffee House","2h","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","15min - 25min","0"
"9968","Friend(s)","Sunny","10PM","Coffee House","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","15min - 25min","1"
"9969","Friend(s)","Sunny","10PM","Carry out & Take away","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","15min - 25min","1"
"9970","Alone","Rainy","10AM","Coffee House","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","15min - 25min","1"
"9971","Alone","Snowy","2PM","Bar","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","5min - 15min","0"
"9972","Partner","Sunny","2PM","Restaurant(20-50)","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","5min - 15min","0"
"9973","Partner","Sunny","2PM","Bar","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","5min - 15min","0"
"9974","Alone","Sunny","10PM","Restaurant(<20)","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","5min - 15min","0"
"9975","Alone","Sunny","6PM","Carry out & Take away","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","5min - 15min","1"
"9976","Alone","Sunny","6PM","Restaurant(<20)","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","5min - 15min","1"
"9977","Alone","Rainy","6PM","Bar","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","more than 25min","0"
"9978","Alone","Snowy","10PM","Restaurant(<20)","2h","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","more than 25min","0"
"9979","Partner","Sunny","10PM","Bar","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","more than 25min","0"
"9980","Partner","Sunny","10PM","Restaurant(<20)","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","5min - 15min","1"
"9981","Alone","Sunny","10PM","Restaurant(20-50)","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","15min - 25min","0"
"9982","Partner","Rainy","6PM","Coffee House","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","5min - 15min","1"
"9983","Alone","Sunny","7AM","Bar","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","15min - 25min","0"
"9984","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","15min - 25min","1"
"9985","Alone","Rainy","7AM","Carry out & Take away","2h","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","15min - 25min","0"
"9986","Alone","Sunny","7AM","Coffee House","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","5min - 15min","1"
"9987","Alone","Rainy","7AM","Bar","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","more than 25min","0"
"9988","Alone","Snowy","7AM","Carry out & Take away","1d","20-30","Married partner","0","High School Graduate","employed","Low","never","never","4~8","less1","15min - 25min","0"
"9989","Alone","Sunny","10AM","Coffee House","2h","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","15min - 25min","1"
"9990","Friend(s)","Sunny","2PM","Restaurant(20-50)","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","15min - 25min","0"
"9991","Friend(s)","Sunny","10PM","Coffee House","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","15min - 25min","1"
"9992","Friend(s)","Sunny","10AM","Restaurant(<20)","2h","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","15min - 25min","1"
"9993","Friend(s)","Sunny","10PM","Carry out & Take away","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","15min - 25min","1"
"9994","Friend(s)","Rainy","10PM","Restaurant(20-50)","2h","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","15min - 25min","0"
"9995","Alone","Sunny","10AM","Carry out & Take away","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","15min - 25min","1"
"9996","Alone","Rainy","10AM","Coffee House","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","15min - 25min","1"
"9997","Alone","Snowy","2PM","Bar","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","5min - 15min","0"
"9998","Alone","Sunny","10PM","Restaurant(<20)","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","5min - 15min","1"
"9999","Alone","Sunny","6PM","Restaurant(20-50)","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","5min - 15min","0"
"10000","Alone","Sunny","6PM","Carry out & Take away","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","5min - 15min","1"
"10001","Alone","Sunny","6PM","Restaurant(<20)","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","5min - 15min","1"
"10002","Alone","Rainy","6PM","Bar","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","more than 25min","0"
"10003","Alone","Snowy","10PM","Restaurant(<20)","2h","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","more than 25min","0"
"10004","Alone","Sunny","10PM","Restaurant(20-50)","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","15min - 25min","0"
"10005","Alone","Sunny","7AM","Bar","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","15min - 25min","0"
"10006","Alone","Rainy","7AM","Carry out & Take away","2h","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","15min - 25min","1"
"10007","Alone","Sunny","7AM","Coffee House","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","5min - 15min","1"
"10008","Alone","Sunny","7AM","Restaurant(<20)","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","5min - 15min","1"
"10009","Alone","Rainy","7AM","Bar","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","more than 25min","0"
"10010","Alone","Snowy","7AM","Carry out & Take away","1d","30-40","Divorced","1","Bachelors degree","employed","Low","never","less1","1~3","never","15min - 25min","1"
"10011","Alone","Sunny","10AM","Coffee House","2h","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","15min - 25min","0"
"10012","Friend(s)","Sunny","2PM","Restaurant(20-50)","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","15min - 25min","0"
"10013","Friend(s)","Sunny","10PM","Coffee House","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","15min - 25min","0"
"10014","Friend(s)","Sunny","10AM","Restaurant(<20)","2h","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","15min - 25min","1"
"10015","Friend(s)","Sunny","10PM","Carry out & Take away","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","15min - 25min","1"
"10016","Friend(s)","Rainy","10PM","Restaurant(20-50)","2h","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","15min - 25min","0"
"10017","Alone","Sunny","10AM","Carry out & Take away","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","15min - 25min","1"
"10018","Alone","Rainy","10AM","Coffee House","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","15min - 25min","0"
"10019","Alone","Snowy","2PM","Bar","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","5min - 15min","1"
"10020","Alone","Sunny","10PM","Restaurant(<20)","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","5min - 15min","1"
"10021","Alone","Sunny","6PM","Restaurant(20-50)","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","5min - 15min","1"
"10022","Alone","Sunny","6PM","Carry out & Take away","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","5min - 15min","1"
"10023","Alone","Sunny","6PM","Restaurant(<20)","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","5min - 15min","1"
"10024","Alone","Rainy","6PM","Bar","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","more than 25min","1"
"10025","Alone","Snowy","10PM","Restaurant(<20)","2h","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","more than 25min","0"
"10026","Alone","Sunny","10PM","Restaurant(20-50)","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","15min - 25min","1"
"10027","Alone","Sunny","7AM","Bar","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","15min - 25min","1"
"10028","Alone","Rainy","7AM","Carry out & Take away","2h","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","15min - 25min","0"
"10029","Alone","Sunny","7AM","Coffee House","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","5min - 15min","0"
"10030","Alone","Sunny","7AM","Restaurant(<20)","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","5min - 15min","1"
"10031","Alone","Rainy","7AM","Bar","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","more than 25min","1"
"10032","Alone","Snowy","7AM","Carry out & Take away","1d","20-30","Single","0","Bachelors degree","employed","Low","4~8","4~8","1~3","1~3","15min - 25min","1"
"10033","Alone","Sunny","10AM","Coffee House","2h","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","15min - 25min","0"
"10034","Friend(s)","Sunny","10PM","Coffee House","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","15min - 25min","0"
"10035","Friend(s)","Sunny","10PM","Carry out & Take away","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","15min - 25min","1"
"10036","Alone","Rainy","10AM","Coffee House","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","15min - 25min","1"
"10037","Alone","Snowy","2PM","Bar","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","5min - 15min","0"
"10038","Partner","Sunny","2PM","Restaurant(20-50)","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","5min - 15min","1"
"10039","Partner","Sunny","2PM","Bar","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","5min - 15min","0"
"10040","Alone","Sunny","10PM","Restaurant(<20)","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","5min - 15min","1"
"10041","Alone","Sunny","6PM","Carry out & Take away","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","5min - 15min","1"
"10042","Alone","Sunny","6PM","Restaurant(<20)","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","5min - 15min","1"
"10043","Alone","Rainy","6PM","Bar","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","more than 25min","0"
"10044","Alone","Snowy","10PM","Restaurant(<20)","2h","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","more than 25min","0"
"10045","Partner","Sunny","10PM","Bar","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","more than 25min","0"
"10046","Partner","Sunny","10PM","Restaurant(<20)","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","5min - 15min","1"
"10047","Alone","Sunny","10PM","Restaurant(20-50)","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","15min - 25min","0"
"10048","Partner","Rainy","6PM","Coffee House","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","5min - 15min","1"
"10049","Alone","Sunny","7AM","Bar","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","15min - 25min","0"
"10050","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","15min - 25min","0"
"10051","Alone","Rainy","7AM","Carry out & Take away","2h","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","15min - 25min","0"
"10052","Alone","Sunny","7AM","Coffee House","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","5min - 15min","1"
"10053","Alone","Rainy","7AM","Bar","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","more than 25min","0"
"10054","Alone","Snowy","7AM","Carry out & Take away","1d","20-30","Married partner","0","Graduate degree (Masters or Doctorate)","employed","High","less1","gt8","4~8","1~3","15min - 25min","0"
"10055","Alone","Sunny","10AM","Coffee House","2h","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","15min - 25min","0"
"10056","Friend(s)","Sunny","2PM","Restaurant(20-50)","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","15min - 25min","0"
"10057","Friend(s)","Sunny","10PM","Coffee House","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","15min - 25min","0"
"10058","Friend(s)","Sunny","10AM","Restaurant(<20)","2h","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","15min - 25min","1"
"10059","Friend(s)","Sunny","10PM","Carry out & Take away","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","15min - 25min","1"
"10060","Friend(s)","Rainy","10PM","Restaurant(20-50)","2h","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","15min - 25min","0"
"10061","Alone","Sunny","10AM","Carry out & Take away","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","15min - 25min","1"
"10062","Alone","Rainy","10AM","Coffee House","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","15min - 25min","0"
"10063","Alone","Snowy","2PM","Bar","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","5min - 15min","0"
"10064","Alone","Sunny","10PM","Restaurant(<20)","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","5min - 15min","1"
"10065","Alone","Sunny","6PM","Restaurant(20-50)","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","5min - 15min","1"
"10066","Alone","Sunny","6PM","Carry out & Take away","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","5min - 15min","1"
"10067","Alone","Sunny","6PM","Restaurant(<20)","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","5min - 15min","1"
"10068","Alone","Rainy","6PM","Bar","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","more than 25min","0"
"10069","Alone","Snowy","10PM","Restaurant(<20)","2h","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","more than 25min","0"
"10070","Alone","Sunny","10PM","Restaurant(20-50)","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","15min - 25min","0"
"10071","Alone","Sunny","7AM","Bar","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","15min - 25min","1"
"10072","Alone","Rainy","7AM","Carry out & Take away","2h","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","15min - 25min","0"
"10073","Alone","Sunny","7AM","Coffee House","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","5min - 15min","1"
"10074","Alone","Sunny","7AM","Restaurant(<20)","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","5min - 15min","0"
"10075","Alone","Rainy","7AM","Bar","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","more than 25min","0"
"10076","Alone","Snowy","7AM","Carry out & Take away","1d","50plus","Single","1","Some college - no degree","unemployed","Low","never","1~3","less1","less1","15min - 25min","0"
"10077","Alone","Sunny","10AM","Coffee House","2h","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","15min - 25min","0"
"10078","Friend(s)","Sunny","2PM","Restaurant(20-50)","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","15min - 25min","0"
"10079","Friend(s)","Sunny","10PM","Coffee House","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","15min - 25min","1"
"10080","Friend(s)","Sunny","10AM","Restaurant(<20)","2h","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","15min - 25min","0"
"10081","Friend(s)","Sunny","10PM","Carry out & Take away","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","15min - 25min","1"
"10082","Friend(s)","Rainy","10PM","Restaurant(20-50)","2h","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","15min - 25min","0"
"10083","Alone","Sunny","10AM","Carry out & Take away","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","15min - 25min","1"
"10084","Alone","Rainy","10AM","Coffee House","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","15min - 25min","1"
"10085","Alone","Snowy","2PM","Bar","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","5min - 15min","0"
"10086","Alone","Sunny","10PM","Restaurant(<20)","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","5min - 15min","1"
"10087","Alone","Sunny","6PM","Restaurant(20-50)","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","5min - 15min","0"
"10088","Alone","Sunny","6PM","Carry out & Take away","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","5min - 15min","1"
"10089","Alone","Sunny","6PM","Restaurant(<20)","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","5min - 15min","1"
"10090","Alone","Rainy","6PM","Bar","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","more than 25min","0"
"10091","Alone","Snowy","10PM","Restaurant(<20)","2h","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","more than 25min","0"
"10092","Alone","Sunny","10PM","Restaurant(20-50)","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","15min - 25min","0"
"10093","Alone","Sunny","7AM","Bar","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","15min - 25min","0"
"10094","Alone","Rainy","7AM","Carry out & Take away","2h","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","15min - 25min","0"
"10095","Alone","Sunny","7AM","Coffee House","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","5min - 15min","0"
"10096","Alone","Sunny","7AM","Restaurant(<20)","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","5min - 15min","1"
"10097","Alone","Rainy","7AM","Bar","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","more than 25min","0"
"10098","Alone","Snowy","7AM","Carry out & Take away","1d","30-40","Single","0","Associates degree","employed","High","never","less1","4~8","1~3","15min - 25min","0"
